facility_id,facility_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services,birthing_friendly,overall_star_rating,mort_measures_better,mort_measures_same,mort_measures_worse,safety_measures_better,safety_measures_same,safety_measures_worse,readm_measures_better,readm_measures_same,readm_measures_worse,pt_exp_measures_count,timely_care_measures_count,transformed_at,measurement_year,rating_category,performance_tier,region,rank_by_rating
050022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,RIVERSIDE,(951) 788-3000,Acute Care Hospitals,Proprietary,Yes,Y,3,2,5,0,1,7,0,0,8,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1716
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,NEWPORT NEWS CITY,(757) 594-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,6,1,3,4,0,0,10,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1717
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,20480 MARKET STREET,ONANCOCK,VA,23417,ACCOMACK,(757) 414-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,5,0,1,1,0,0,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1718
050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,(951) 486-4000,Acute Care Hospitals,Government - Local,Yes,Y,3,0,5,0,4,3,0,0,5,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1719
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,46060,HAMILTON,(317) 773-0760,Acute Care Hospitals,Government - Local,Yes,Y,3,0,5,0,0,5,0,1,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1720
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,08876,SOMERSET,(908) 685-2200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,5,1,1,6,0,0,8,2,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1721
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,08690,MERCER,(609) 586-7900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,0,6,0,1,6,0,0,9,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1722
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,07065,UNION,(732) 381-4200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,0,5,1,1,5,0,0,6,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1723
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 456-2025,Acute Care Hospitals,Proprietary,Yes,,3,0,3,0,1,5,0,1,7,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1724
450718,ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVE,ROUND ROCK,TX,78681,WILLIAMSON,(512) 341-1000,Acute Care Hospitals,Proprietary,Yes,Y,3,0,7,0,3,3,0,0,7,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1725
490002,RUSSELL COUNTY HOSPITAL,58 CARROLL STREET,LEBANON,VA,24266,RUSSELL,(276) 883-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,0,3,0,0,1,0,0,4,0,8,7,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1726
010065,RUSSELL MEDICAL CENTER,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,TALLAPOOSA,(256) 329-7100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,4,0,0,4,0,1,8,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1727
340013,RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,RUTHERFORD,(828) 286-5000,Acute Care Hospitals,Proprietary,Yes,Y,3,0,4,1,1,4,0,0,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1728
100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,ESCAMBIA,(850) 416-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,7,0,3,5,0,0,10,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1729
210011,SAINT AGNES HOSPITAL,900 CATON AVENUE,BALTIMORE,MD,21229,BALTIMORE CITY,(410) 368-6000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,0,6,0,2,5,0,0,9,1,8,6,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1730
380052,SAINT ALPHONSUS MEDICAL CENTER ONTARIO,351 SW 9TH STREET,ONTARIO,OR,97914,MALHEUR,(541) 881-7000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,0,3,0,0,2,0,0,8,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1731
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,ADA,(208) 367-2121,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,0,5,2,3,5,0,1,10,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1732
220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,02721,BRISTOL,(508) 674-5600,Acute Care Hospitals,Proprietary,Yes,,3,0,6,0,1,5,1,0,7,3,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1733
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,25 POCONO ROAD,DENVILLE,NJ,07834,MORRIS,(973) 983-5569,Acute Care Hospitals,Proprietary,Yes,Y,3,0,6,0,1,5,1,0,8,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1734
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,(815) 842-2828,Acute Care Hospitals,Voluntary non-profit - Church,No,,3,0,4,0,0,3,0,0,7,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1735
180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,FAYETTE,(859) 967-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,4,0,1,3,0,0,8,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1736
180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,LAUREL,(606) 330-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,1,5,0,1,6,0,1,8,1,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1737
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,46563,MARSHALL,(574) 948-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,0,5,0,0,2,0,2,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1738
070016,SAINT MARY'S HOSPITAL,56 FRANKLIN STREET,WATERBURY,CT,06706,NEW HAVEN,(203) 709-6020,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,0,6,0,1,5,0,2,7,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1739
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503,WASHOE,(775) 770-3000,Acute Care Hospitals,Proprietary,Yes,,3,0,7,0,1,6,0,0,10,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1740
290053,SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,CLARK,(702) 492-8509,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,0,7,0,1,4,1,0,8,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1741
390009,SAINT VINCENT HOSPITAL,232 WEST 25TH STREET,ERIE,PA,16544,ERIE,(814) 452-5111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,7,0,2,6,0,0,11,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1742
380051,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,MARION,(503) 561-5200,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,0,6,1,1,6,1,2,7,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1743
170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SALINE,(785) 452-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,5,2,0,7,0,1,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1744
380022,SAMARITAN ALBANY GENERAL HOSPITAL,1046 6TH AVENUE SW,ALBANY,OR,97321,LINN,(541) 812-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,0,4,0,0,4,1,0,9,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1745
500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,WA,98837,GRANT,(509) 765-5606,Acute Care Hospitals,Proprietary,Yes,Y,3,0,4,0,0,3,0,1,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1746
330180,"SAMARITAN HOSPITAL OF TROY, NEW YORK",2215 BURDETT AVENUE,TROY,NY,12180,RENSSELAER,(518) 427-3402,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,6,0,2,4,0,0,9,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1747
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,(315) 785-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,4,0,0,7,0,0,8,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1748
381302,SAMARITAN NORTH LINCOLN HOSPITAL,3043 NE 28TH STREET,LINCOLN CITY,OR,97367,LINCOLN,(541) 994-3661,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,3,0,,,,0,7,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1749
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,SAMPSON,(910) 592-8511,Acute Care Hospitals,Government - Local,Yes,Y,3,0,4,0,0,3,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1750
050099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,(909) 985-2811,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,0,7,0,1,6,0,0,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1751
050689,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,(925) 275-9200,Acute Care Hospitals,Proprietary,Yes,Y,3,0,5,0,0,4,0,0,7,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1752
240022,SANFORD WORTHINGTON MEDICAL CENTER,1018 SIXTH AVENUE PO BOX 997,WORTHINGTON,MN,56187,NOBLES,(507) 372-3110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,3,0,0,2,0,1,7,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1753
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,(408) 885-5000,Acute Care Hospitals,Government - Local,Yes,Y,3,1,6,0,1,7,0,0,11,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1754
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,SARATOGA,(518) 587-3222,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,5,1,1,6,0,0,9,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1755
390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,420 SOUTH JACKSON STREET,POTTSVILLE,PA,17901,SCHUYLKILL,(570) 621-5102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,5,0,1,5,0,0,8,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1756
340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,SCOTLAND,(910) 291-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,5,0,0,5,0,0,8,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1757
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,1,6,0,1,6,0,1,9,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1758
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,(864) 227-4111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,7,0,1,7,0,0,9,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1759
340109,SENTARA ALBEMARLE MEDICAL CENTER,3050 HALSTEAD BLVD EXT,ELIZABETH CITY,NC,27909,PASQUOTANK,(252) 335-0531,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,0,6,0,1,5,0,0,6,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1760
490013,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,HALIFAX,(434) 517-3100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,0,4,0,1,1,0,0,8,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1761
490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,NORFOLK CITY,(757) 388-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,0,7,0,3,2,1,0,8,2,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1762
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,PRINCE WILLIAM,(703) 523-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,6,0,1,5,0,0,6,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1763
100001,SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,DUVAL,(904) 244-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,7,0,1,6,0,0,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1764
450571,SHANNON MEDICAL CENTER,120 E HARRIS AVE.,SAN ANGELO,TX,76903,TOM GREEN,(325) 653-6741,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,6,1,3,5,0,0,11,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1765
491305,SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664,SHENANDOAH,(540) 459-1100,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,0,3,0,0,1,0,1,5,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1766
530006,SHERIDAN MEMORIAL HOSPITAL,1401 W 5TH ST,SHERIDAN,WY,82801,SHERIDAN,(307) 672-1044,Acute Care Hospitals,Government - Local,Yes,,3,0,5,0,0,3,0,0,9,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1767
090005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,THE DISTRICT,(202) 537-4680,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,1,5,0,1,6,1,0,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Other,1768
050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,(530) 274-6000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,0,5,0,1,3,0,0,9,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1769
040001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,BENTON,(479) 524-4141,Acute Care Hospitals,Proprietary,Yes,,3,0,3,0,0,3,0,0,5,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1770
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,ERIE,(716) 862-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,4,0,2,4,1,1,5,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1771
500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,WA,98274,SKAGIT,(360) 424-4111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,0,5,1,1,6,0,1,8,1,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1772
380050,SKY LAKES MEDICAL CENTER,2865 DAGGETT AVENUE,KLAMATH FALLS,OR,97601,KLAMATH,(541) 882-6311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,0,5,1,2,4,1,2,8,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1773
060112,SKY RIDGE MEDICAL CENTER,10101 RIDGEGATE PKWY,LONE TREE,CO,80124,DOUGLAS,(720) 225-1000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,0,6,0,2,5,1,0,10,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1774
490038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,SMYTH,(276) 378-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,0,3,0,0,1,0,0,7,1,8,8,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1775
220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,NORFOLK,(781) 340-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,3,3,0,1,5,1,0,6,2,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1776
021314,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,222 TONGASS DR,SITKA,AK,99835,SITKA BOROUGH,(907) 966-2411,Critical Access Hospitals,Tribal,Yes,,3,0,3,0,,,,0,4,0,,3,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1777
360203,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,CAMBRIDGE,OH,43725,GUERNSEY,(740) 439-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,3,0,0,4,1,0,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1778
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,03060,HILLSBOROUGH,(603) 577-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,6,0,1,6,0,0,7,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1779
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,1607 SOUTH LOCUST AVENUE,LAWRENCEBURG,TN,38464,LAWRENCE,(931) 762-6571,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,0,4,0,0,2,0,0,6,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1780
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,PULASKI,TN,38478,GILES,(931) 363-7531,Acute Care Hospitals,Proprietary,Yes,Y,3,0,2,0,0,3,0,0,6,0,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1781
050701,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,(951) 696-6000,Acute Care Hospitals,Proprietary,Yes,Y,3,0,6,0,2,5,0,0,5,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1782
370097,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,OK,73505,COMANCHE,(405) 531-4701,Acute Care Hospitals,Proprietary,Yes,Y,3,0,4,0,1,1,0,0,6,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1783
231326,SPARROW CLINTON HOSPITAL,805 S OAKLAND,SAINT JOHNS,MI,48879,CLINTON,(989) 227-3400,Critical Access Hospitals,Proprietary,Yes,,3,0,3,0,0,1,0,0,5,0,8,7,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1784
301311,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH,NH,03264,GRAFTON,(603) 536-1120,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,4,0,0,2,0,0,4,0,8,8,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Northeast,1785
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,SPOTSYLVANIA,(540) 498-4000,Acute Care Hospitals,Proprietary,Yes,Y,3,0,5,0,1,5,0,0,7,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1786
360086,SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,SPRINGFIELD,OH,45504,CLARK,(937) 523-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,1,6,0,1,6,0,0,9,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1787
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,ST. LOUIS,(314) 344-6000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,1,6,0,3,5,0,1,10,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1788
370037,SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,1000 NORTH LEE AVENUE,OKLAHOMA CITY,OK,73101,OKLAHOMA,(405) 272-7000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,0,7,0,1,4,2,1,8,2,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1789
370149,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,1102 W MACARTHUR,SHAWNEE,OK,74801,POTTAWATOMIE,(405) 273-2270,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,4,1,1,4,0,2,6,0,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1790
260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,2505 MISSION DRIVE,JEFFERSON CITY,MO,65109,COLE,(573) 681-3000,Acute Care Hospitals,Proprietary,Yes,Y,3,0,6,0,1,6,0,0,8,0,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1791
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,JEFFERSON,(636) 496-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,0,6,0,1,6,0,0,8,0,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1792
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,0,6,0,1,6,0,0,6,1,8,11,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1793
381319,ST ANTHONY HOSPITAL,2801 ST ANTHONY WAY,PENDLETON,OR,97801,UMATILLA,(541) 276-5121,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,3,0,3,1,0,2,0,0,7,1,8,10,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,West,1794
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,PINELLAS,(727) 825-1100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,0,6,0,1,5,0,0,8,1,8,9,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,South,1795
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,(217) 342-2121,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,0,5,0,1,2,0,0,5,1,8,12,2026-03-23 12:39:10.010006+00:00,2026,3 Stars (Average),Average Performer,Midwest,1796
